quotation_id,customer_key,customer_name,nationality,quote_date,quote_value,shipping_mode,item_count,po_exists,po_value,do_exists,conversion_days,lead_score
bec16d19,TN21q93OXm,w4uu7v4H54,Unknown,2023-10-02 14:27:00,1855.56,Air,1.0,1,1855.56,1,-1.0,77.14
bec20bf0,5q282qed0R,Re612NXtaK,Unknown,2022-09-11 11:04:00,3776.0,Air,5.0,1,3776.0,1,29.0,80.66
bed39264,f63e6d5a,IL111A66Sq,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
bee35dc2,06suB5p2mX,T7Y79rjV29,Unknown,,359.15,Air,19.0,0,,0,-1.0,60.61
beff7176,5q282qed0R,Re612NXtaK,Unknown,2022-11-02 09:17:00,9392.0,Air,19.0,0,,0,-1.0,56.95
bf1d42c2,8Nzo71FGPE,nY8F51VM4y,Chinese National,2022-01-12 14:09:00,8707.0,Air,209.0,0,,0,-1.0,0.03
bf82c3c0,0fc805bf,78X4qv1453,Unknown,,4008.99,Air,27.0,1,3864.0,1,-1.0,50.24
bf86b31b,3PMyW67W67,8ruhF3E51g,Unknown,,1546.55,Air,1.0,1,1546.55,1,-1.0,77.24
bfc8c5f2,xEK6r63Cy3,9tu60R7KWP,Unknown,2023-05-01 17:25:00,440.0,Air,2.0,1,440.0,1,122.0,94.94
bfd3242d,808a96af,b4fdcd8d,Unknown,2023-01-02 13:30:00,326.98,Air,2.0,1,326.98,1,272.0,99.37
bfdcba5a,Tb6MBkP8o7,8ruhF3E51g,Malysian,,2072.75,Sea,9.0,1,2072.75,1,-1.0,70.11
bfeec30a,VCrR9IvzfA,8ruhF3E51g,Unknown,,2957.0,Air,19.0,0,,0,-1.0,59.57
c029b6e1,D5Fk7289x1,nY8F51VM4y,Unknown,2022-06-12 11:49:00,992.91,Air,4.0,1,992.91,1,-1.0,74.95
c029b6e1_R,D5Fk7289x1,nY8F51VM4y,Unknown,2022-09-11 20:36:00,446.61,Air,1.0,1,446.61,1,-1.0,77.56
c036ae81,660014bd,8ruhF3E51g,China,2022-01-10 16:48:00,1159.3,Air,1.0,1,1159.3,1,119.0,94.9
c05420a7,xEK6r63Cy3,9tu60R7KWP,Unknown,2022-10-03 10:09:00,182.0,Air,19.0,0,,0,-1.0,60.68
c0880fc4,425cS82HkQ,,Unknown,,948.0,Air,95.0,0,,0,-1.0,4.74
c0a81ef3,8qbgngVgJ0,D9E06y5i3t,Unknown,,8192.0,Air,1.0,1,8192.0,1,-1.0,75.22
c0ceae32,6B4UJCNbVd,8ruhF3E51g,Indian,,7952.39,Air,19.0,0,,0,-1.0,57.54
c0d51fbb,bfdf28bf,b7b97b2b,Unknown,,780.82,Air,285.0,0,,0,-1.0,0.0
c1044943,64c0444d,gj3Nvpx9GU,Unknown,2022-04-04 17:44:00,681.0,Air,266.0,0,,0,-1.0,0.0
c10aebd1,b9bffa79,1ef91a0b,Unknown,,84.26,Air,1.0,1,84.26,1,-1.0,77.66
c10cec06,WL91eH602H,T7Y79rjV29,Korean,2022-09-06 15:04:00,1440.0,Air,1.0,1,1440.0,1,-1.0,77.27
c124edf6,69dc9b2b,6608c196,Unknown,,3311.0,Air,1064.0,0,,0,-1.0,0.0
c142ee27,bcd08322,8ruhF3E51g,Unknown,,2140.97,Air,9.0,1,2140.97,1,-1.0,70.09
c161c0de,ba4d3fb0,cb9baa5f,Unknown,2022-10-10 15:00:00,2969.28,Air,38.0,0,,0,-1.0,38.5
c16e1908,X90cRum7fq,x9Dz6KWcO3,Chinese national,,267.18,Air,57.0,0,,0,-1.0,21.78
c1aea4f0,4O5G9tNusl,8ruhF3E51g,Malaysian,2022-08-04 16:49:00,2966.0,Air,38.0,0,,0,-1.0,38.5
c1c3a2db,06suB5p2mX,T7Y79rjV29,Unknown,,10176.0,Air,95.0,0,,0,-1.0,4.09
c1c6e484,84031ec8,fd645612,Unknown,,251.0,Air,2.0,1,251.0,1,-1.0,76.82
c1ccba67,xw71fJ415b,sji5vB20uo,Unknown,,1216.18,Air,38.0,0,,0,-1.0,39.2
c1de38d6,ItssapCSik,0lCPPgO3Uc,Unknown,,4190.07,Air,2.0,1,4190.07,1,-1.0,75.63
c1e02ffd,wD0mqPXvsw,79BSsv9xYm,Unknown,2023-11-01 14:21:00,11992.21,Air,38.0,0,,0,-1.0,34.99
c1e02ffd_R,wD0mqPXvsw,79BSsv9xYm,Unknown,2023-07-02 15:22:00,874.7599999999999,Air,19.0,0,,0,-1.0,60.4
c1e02ffd_R_R,wD0mqPXvsw,79BSsv9xYm,Unknown,2023-09-03 10:08:00,874.7599999999999,Air,19.0,0,,0,-1.0,60.4
c1ffa12c,ba0aff8d,8ruhF3E51g,Unknown,2022-06-12 16:43:00,2672.0,Air,2.0,1,2672.0,1,60.0,88.28
c211c959,241f3266,56612bff,Unknown,,74151.0,Air,133.0,0,,0,-1.0,0.26
c242d7fb,db09a28c,8ruhF3E51g,Unknown,2022-12-04 15:06:00,3135.0,Sea,19.0,0,,0,-1.0,59.5
c24e5cb1,b4992de3,41da9073,Unknown,2022-12-07 09:46:00,164.68,Air,2.0,1,164.68,1,-1.0,76.85
c25244b0,fEXeW6R1J3,74q0TneDjU,Unknown,2023-01-03 15:48:00,620.68,Air,3.0,1,620.68,1,30.0,82.99
c29b83c4,7a340707,afd78902,Unknown,,188.0,Air,2.0,1,188.0,1,-1.0,76.84
c2b959c9,MvZ970O57a,9tu60R7KWP,Unknown,,216.52,Air,2.0,1,216.52,1,-1.0,76.83
c2d42d30,90b44782,6z1536hQ1C,Unknown,2022-02-12 14:17:00,3902.99,Air,3.0,1,3902.99,0,-1.0,74.88
c2e99b01,a8c386f6,90685bbe,Chinese,,92.0,Air,1.0,1,92.0,1,-1.0,77.66
c3118017,2ab2c37f,8ruhF3E51g,Unknown,2022-06-05 14:08:00,204.31,Air,12.0,1,204.31,1,91.0,88.58
c3333d5a,PeAw8cWKyB,HR18hgvW4S,Chinese national (China),2022-01-12 12:56:00,978.03,Air,57.0,0,,0,-1.0,21.57
c343b1da,b0Aif96VUF,8ruhF3E51g,Chinese national (China),2022-06-05 17:45:00,0.0,Air,38.0,0,,0,-1.0,39.68
c34b05ae,f8fd4217,babbd6a1,Egypt,,475.97,Air,4.0,1,475.97,1,-1.0,75.11
c3926c70,660014bd,8ruhF3E51g,China,,2613.0,Air,72.0,1,2613.0,1,-1.0,11.99
c3c939d6,43fb1479,IL111A66Sq,Unknown,,501.0,Air,44.0,1,484.0,1,-1.0,33.24
c412d718,d5344504,f59474a4,Unknown,2022-04-08 16:22:00,671.3,Air,1.0,1,671.3,1,-1.0,77.49
c4277922,2af389b6,95nYR7APw5,Unknown,,324.39,Air,24.0,1,321.58,1,-1.0,55.14
c4277922_R,2af389b6,95nYR7APw5,Unknown,,224.1,Air,4.0,1,224.1,1,-1.0,75.19
c42901de,fc6762bb,8f41d2e2,United States of America,,146.41,Air,2.0,1,146.41,1,-1.0,76.85
c430bc8a,9or4RfVO6l,8ruhF3E51g,Chinese national (China),,3663.81,Air,247.0,0,,0,-1.0,0.01
c43bbd41,ygrNSaz4bh,8ruhF3E51g,Chinese national (China),,2140.0,Air,1.0,1,2140.0,1,-1.0,77.06
c4484ce8,dc701372,8ruhF3E51g,Unknown,,51.0,Air,19.0,0,,0,-1.0,60.73
c47f9131,46a567b9,424d9db7,Unknown,2022-10-10 23:51:00,1612.53,Air,10.0,1,1612.53,1,-1.0,69.32
c4afd54c,39N5vR34gp,14ancZS05S,Unknown,,118.0,Air,1.0,1,118.0,1,-1.0,77.65
c4bd145d,M6KJYN17mq,8ruhF3E51g,Unknown,,1690.0,Sea,19.0,0,,0,-1.0,60.08
c4f8ba19,79hR9tOBwB,74q0TneDjU,Unknown,2023-01-01 15:54:00,150000.0,Air,38.0,0,,0,-1.0,5.08
c5074b30,5fe968b5,8ruhF3E51g,Unknown,,1471.5,Air,19.0,0,,0,-1.0,60.16
c51491ab,jjC9BO9046,0lCPPgO3Uc,Unknown,,30576.85,Air,209.0,0,,0,-1.0,0.02
c5155f56,X2ywZ9GnQE,8ruhF3E51g,Unknown,2023-03-01 00:27:00,4167.31,Air,78.0,1,4167.31,1,184.0,58.02
c516a7e7,VLSxI59801,pVc35E7p1n,Unknown,2022-09-12 19:00:00,1165.61,Air,4.0,1,1165.61,1,90.0,91.52
c529ab68,D5Fk7289x1,nY8F51VM4y,Unknown,,219.36,Air,12.0,1,219.36,1,-1.0,67.89
c543c72b,ItssapCSik,0lCPPgO3Uc,Unknown,2023-08-03 15:44:00,481.3,Air,6.0,1,481.3,1,-1.0,73.39
c54446f0,fEXeW6R1J3,74q0TneDjU,Unknown,,644.0,Air,4.0,1,644.0,1,-1.0,75.06
c56f5ee4,0WoOQFQSLY,8ruhF3E51g,Chinese national (China),,4888.8,Air,1.0,1,4888.8,1,-1.0,76.24
c5814ca1,xw71fJ415b,sji5vB20uo,Unknown,2022-04-08 15:06:00,6155.56,Sea,38.0,0,,0,-1.0,37.25
c59924d1,TELcJA9M9q,Lh624q1u9u,Unknown,2023-10-03 17:12:00,4136.31,Air,34.0,1,4136.31,1,-1.0,42.37
c59e168b,yj1ftFtzU2,8ruhF3E51g,Unknown,,1466.4,Air,1.0,1,1466.4,1,-1.0,77.26
c5ce1b73,5fiS378Rr1,m41y4XpKb1,Chinese national (China),2022-08-09 13:37:00,823.93,Air,5.0,1,823.93,1,-1.0,74.15
c5f23626,taVC7LD6U1,gj3Nvpx9GU,Unknown,,399.0,Air,95.0,0,,0,-1.0,4.78
c6316bc7,e6666cbb,14ancZS05S,Unknown,,2610.34,Air,12.0,1,1754.34,1,-1.0,67.01
c6374fee,PeAw8cWKyB,HR18hgvW4S,Chinese national (China),2023-11-01 14:31:00,338.8,Air,19.0,0,,0,-1.0,60.62
c6676c14,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),,12822.87,Air,190.0,0,,0,-1.0,0.06
c67d3877,5ee5fe7b,79BSsv9xYm,Unknown,2022-04-07 15:37:00,2247.96,Air,2.0,1,2247.96,1,-90.0,47.69
c693ab65,8qbgngVgJ0,D9E06y5i3t,Unknown,2022-01-06 13:04:00,668.0,Sea,1.0,1,668.0,1,272.0,99.39
c6bced30,06suB5p2mX,T7Y79rjV29,Unknown,,165.44,Air,4.0,1,165.44,1,-1.0,75.21
c6bd5684,taVC7LD6U1,gj3Nvpx9GU,Unknown,2023-03-03 17:02:00,209.94,Air,1.0,1,209.94,1,213.0,98.62
c6d9ca2f,7eb60288,80aebdfb,Unknown,2022-06-05 12:50:00,4012.0,Air,38.0,0,,0,-1.0,38.09
c72d5220,ec3a2d0c,8ruhF3E51g,Unknown,2022-04-04 10:47:00,5535.0,Air,161.0,1,5535.0,1,90.0,0.85
c732d3c1,qFlqEAX8Z5,0lCPPgO3Uc,Chinese national (China),,408.0,Air,90.0,1,408.0,1,-1.0,5.91
c768b09f,bcd08322,8ruhF3E51g,Unknown,,4775.09,Air,55.0,1,4775.09,1,-1.0,22.03
c7907f9b,UzdUJe146M,8ruhF3E51g,Unknown,2022-06-06 12:05:00,1444.76,Air,5.0,1,1445.0,1,-1.0,73.95
c791a2b0,bfdf28bf,b7b97b2b,Unknown,,1633.88,Air,11.0,1,1633.88,1,-1.0,68.35
c7b1e7a7,uoQUND7q4X,,Unknown,,208.86,Air,1.0,1,208.86,1,-1.0,77.63
c7b5f1e4,3d2c0780,14ancZS05S,Unknown,2022-03-09 10:16:00,477.61,Air,2.0,1,477.61,1,-1.0,76.75
c7c5b094,8qbgngVgJ0,D9E06y5i3t,Unknown,,5567.4,Sea,2.0,1,5567.4,1,-1.0,75.2
c7d5bc69,y3rYf2f9gy,gj3Nvpx9GU,Unknown,2022-09-02 10:48:00,985.0,Air,38.0,0,,0,-1.0,39.29
c7f10193,TELcJA9M9q,Lh624q1u9u,Unknown,2023-09-01 10:21:00,0.0,Air,19.0,0,,0,-1.0,60.75
c8005f70,ae24516a,IL111A66Sq,Unknown,2022-01-03 17:19:00,499.0,Air,38.0,0,,0,-1.0,39.48
c871149f,655074b6,9tu60R7KWP,Unknown,2022-01-12 17:38:00,233.82,Air,1.0,1,233.82,1,-1.0,77.62
c888b27e,a6834fa7,8ruhF3E51g,Unknown,,152.86,Air,1.0,1,152.86,0,-1.0,77.64
c89ced0d,06fa670b,8ruhF3E51g,Unknown,2023-03-03 14:07:00,1659.28,Air,9.0,1,1659.28,1,91.0,89.65
c8c83b3e,df7dce1a,bbe11930,Unknown,,2668.81,Air,5.0,1,2669.0,1,-1.0,73.55
c8d9e16e,8rX3c9V1OO,IL111A66Sq,Unknown,,337.0,Air,8.0,1,337.0,1,-1.0,71.64
c8fbd78b,39N5vR34gp,14ancZS05S,Unknown,,2188.0,Sea,19.0,0,,0,-1.0,59.88
c9025ded,1b04ee43,347e33f2,Unknown,2022-04-11 15:07:00,523.11,Air,8.0,1,523.11,1,-1.0,71.58
c929acd1,cc6c5bdc,8ruhF3E51g,Unknown,,1181.5,Air,4.0,1,1181.5,1,-1.0,74.89
c941ae1f,Kmm2hp73qi,78X4qv1453,Unknown,,304.15,Air,4.0,1,304.15,1,-1.0,75.16
c9565156,e6666cbb,14ancZS05S,Unknown,,2485.8,Air,19.0,0,,0,-1.0,59.76
c989a228,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),,0.0,Air,19.0,0,,0,-1.0,60.75
c9a37481,TELcJA9M9q,Lh624q1u9u,Unknown,2022-07-12 12:29:00,4959.29,Air,1.0,1,4959.29,1,61.0,88.5
c9c08d3a,6n9h7u47e8,882e8ddc,Unknown,,0.0,Air,0.0,0,,0,-1.0,78.46
ca3dd089,lD89r7qsyL,9tu60R7KWP,Unknown,2022-12-01 14:18:00,1560.0,Air,5.0,1,1560.0,1,-1.0,73.91
ca3eb88e,8z4IYYaYdd,8ruhF3E51g,Unknown,,625.0,Air,1.0,1,625.0,1,-1.0,77.51
ca4263e1,4Yk09HecPy,8ruhF3E51g,Unknown,,570.86,Air,38.0,0,,0,-1.0,39.45
ca572dc3,9ee27e19,a3923391,Unknown,,379.0,Air,19.0,0,,0,-1.0,60.6
ca6706f0,4cb30e09,9TDOzqY83D,Unknown,,127.28000000000002,Air,133.0,0,,0,-1.0,0.9
ca6706f0_R,4cb30e09,9TDOzqY83D,Unknown,2023-06-02 11:59:00,170.5,Air,3.0,1,170.5,1,-1.0,76.04
caee2283,4DS6poaMwG,pVc35E7p1n,Unknown,2022-06-04 11:24:00,130.0,Air,1.0,1,130.0,1,60.0,89.16
cb5cd839,5af7f790,8ruhF3E51g,Unknown,,460.0,Air,19.0,0,,0,-1.0,60.57
cc2f811f,jjC9BO9046,0lCPPgO3Uc,Unknown,,555.0,Air,6.0,1,555.0,1,-1.0,73.36
cc61d676,74ffdf05,14ancZS05S,Unknown,,235.6,Air,19.0,0,,0,-1.0,60.66
cc700de6,lRbOdn1f5e,,Unknown,,2542.24,Air,217.0,1,2542.24,1,-1.0,0.02
cc7515d9,vwjM9hSH4s,361bc45e,Unknown,2022-11-02 11:01:00,69447.0,Air,19.0,0,,0,-1.0,32.63
cc8dd2f7,541ddfac,68d3d339,Unknown,2022-03-03 08:58:00,197.4,Air,57.0,0,,0,-1.0,21.8
ccac6ee0,a931a01c,HR18hgvW4S,Unknown,2022-03-08 18:19:00,2600.9,Air,168.0,1,0.0,1,213.0,3.58
ccc88a03,1b394916,32jF5nI0QP,Unknown,,4972.56,Air,76.0,0,,0,-1.0,9.86
ccfcd1bd,cac7a1a4,daf761bd,South Korea,,888.2299999999999,Air,57.0,0,,0,-1.0,21.6
cd090c35,4d95ba3f,5cb02ecf,Unknown,,464.0,Air,76.0,0,,0,-1.0,10.55
cd42ffef,a1653108,4f903d7d,Unknown,2023-10-02 14:26:00,29513.38,Sea,95.0,0,,0,-1.0,2.99
cd63d1c0,73Mfhf002n,3XRy5PN154,Unknown,,305.71,Air,1.0,1,305.71,0,-1.0,77.6
cda6636f,6460ff92,nY8F51VM4y,China,2022-06-01 17:43:00,785.0,Not Specified,1.0,1,785.2,1,182.0,97.85
cdab0f97,6AyX6y7B9p,8ruhF3E51g,Unknown,,4547.0,Sea,2.0,1,3842.0,1,-1.0,75.52
cdcc1d38,39N5vR34gp,14ancZS05S,Unknown,,237.04,Air,1.0,1,237.04,1,-1.0,77.62
cdf1cddc,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),2022-02-06 11:42:00,5994.08,Air,1.0,1,5994.08,1,27.0,82.39
ce7d5a96,69dc9b2b,6608c196,Unknown,,452.79,Air,2.0,1,452.79,1,-1.0,76.76
cecde70f,OCyg84BDvJ,T7Y79rjV29,Chinese national (China),2022-03-10 17:38:00,1499.15,Air,2.0,1,1499.15,1,274.0,99.37
ced95c85,z0I0Z6U6nv,IL111A66Sq,Unknown,,1322.67,Air,22.0,1,1322.67,1,-1.0,56.95
ceea4dbd,p4pkmrbg8M,w4uu7v4H54,Unknown,,294.82,Air,5.0,1,294.82,1,-1.0,74.32
ceec774c,D5Fk7289x1,nY8F51VM4y,Unknown,,1531.47,Air,1.0,1,1531.47,1,-1.0,77.24
cf0bba75,FIc17Ck457,S4NrbiX419,Singaporean,2023-01-03 16:38:00,0.0,Air,57.0,0,,0,-1.0,21.85
cf3c1646,783487d2,13d8608a,Unknown,2022-08-06 10:47:00,423.4,Air,2.0,1,423.4,1,-1.0,76.77
cf3df854,98589634,IL111A66Sq,Unknown,2022-12-12 16:32:00,3681.54,Air,544.0,1,3681.54,1,-1.0,0.0
cf47be41,425cS82HkQ,,Unknown,,41401.0,Sea,19.0,0,,0,-1.0,43.64
cf536a55,7U11hqF1B5,d517YMz607,Unknown,,2626.26,Air,19.0,0,,0,-1.0,59.7
cf7aa06a,06df1afd,79BSsv9xYm,Unknown,,768.0,Air,1.0,1,768.0,1,-1.0,77.46
cf7aa06a_R,1292f213,79BSsv9xYm,Unknown,2023-10-02 10:47:00,768.88,Air,19.0,0,,0,-1.0,60.45
cfa26cf2,e6666cbb,14ancZS05S,Unknown,2022-08-12 16:10:00,542.76,Air,19.0,0,,0,-1.0,60.54
cfd5e2df,xw71fJ415b,sji5vB20uo,Unknown,2022-08-08 13:33:00,1006.89,Air,38.0,0,,0,-1.0,39.28
cfddc9e2,06df1afd,79BSsv9xYm,Unknown,,1288.98,Air,6.0,1,1288.98,1,-1.0,73.12
cfed6547,Q8nomXWRc2,9tu60R7KWP,Unknown,,104822.0,Air,19.0,0,,0,-1.0,21.14
d0172d85,jjC9BO9046,0lCPPgO3Uc,Unknown,2022-05-10 13:58:00,69.92,Air,1.0,1,69.92,1,213.0,98.62
d06879ca,c42a311e,ac997b70,Unknown,,770.0,Air,3.0,1,770.0,1,-1.0,75.85
d06d8b6e,dTc7gT1Sof,8ruhF3E51g,Unknown,2022-07-09 15:59:00,627.29,Air,1.0,1,627.29,1,61.0,89.21
d0797839,d9ad3ed8,07g20ER8Ql,Unknown,,315.0,Air,19.0,0,,0,-1.0,60.63
d094d755,06fa670b,8ruhF3E51g,Unknown,,1013.36,Air,44.0,1,1013.36,1,-1.0,33.05
d0ccd26f,I51lshr5ZM,,Unknown,,2534.99,Air,2.0,1,2534.99,1,-1.0,76.13
d0e3c816,c48e4055,c2c58138,Unknown,,523.75,Air,4.0,1,523.75,1,-1.0,75.09
d1445217,4ZRd9NGZZQ,9TDOzqY83D,Unknown,,948.88,Air,3.0,1,948.88,1,-1.0,75.8
d1445217_R,4ZRd9NGZZQ,9TDOzqY83D,Unknown,2023-02-02 16:41:00,884.07,Air,2.0,1,884.07,1,241.0,99.01
d17613a6,1w5H2WCoXZ,8ruhF3E51g,Unknown,,1272.38,Air,1.0,1,1272.38,1,-1.0,77.32
d1935c91,cdc26cf5,x9Dz6KWcO3,Unknown,,1430.1,Air,19.0,0,,0,-1.0,60.18
d1b4c2e3,d23a3326,b1b70098,India,,92.96,Air,2.0,1,92.96,1,-1.0,76.87
d2316e6e,9b1b0d60,09A5j1P96d,Unknown,2022-02-09 10:40:00,695.5,Air,7.0,1,695.5,1,88.0,90.23
d28de71b,5e9d829a,x9Dz6KWcO3,Unknown,2023-05-01 16:30:00,4672.45,Air,2.0,1,2188.48,1,122.0,94.59
d2ae8ec4,dc701372,8ruhF3E51g,Unknown,,500.78,Air,608.0,0,,0,-1.0,0.0
d2fe3e5f,79hR9tOBwB,74q0TneDjU,Unknown,2022-05-05 15:36:00,3430.0,Air,19.0,0,,0,-1.0,59.38
d3132d67,231f5f55,b7b97b2b,Unknown,,1000.28,Air,10.0,1,1000.28,1,-1.0,69.54
d331f201,a5580ba7,79BSsv9xYm,Unknown,,736.12,Air,95.0,0,,0,-1.0,4.75
d3369fe1,8qbgngVgJ0,D9E06y5i3t,Unknown,,608.0,Air,19.0,0,,0,-1.0,60.51
d339405d,1O7dR534Uy,nY8F51VM4y,Unknown,,75.38,Air,19.0,0,,0,-1.0,60.72
d35a1350,6462402c,14ancZS05S,Unknown,,508.95,Air,1.0,1,508.95,1,-1.0,77.54
d3832997,557ea500,9tu60R7KWP,Unknown,,11035.39,Air,57.0,0,,0,-1.0,18.86
d3832997_R,557ea500,9tu60R7KWP,Unknown,2023-11-01 10:10:00,11035.39,Air,57.0,0,,0,-1.0,18.86
d38b0aea,5fiS378Rr1,m41y4XpKb1,Chinese national (China),,2671.97,Air,703.0,0,,0,-1.0,0.0
d39f2e65,bcd08322,8ruhF3E51g,Unknown,,3480.99,Air,186.0,1,3480.99,1,-1.0,0.08
d3bdbd17,2mBWQiax6J,8ruhF3E51g,Chinese national (China),2022-07-01 16:34:00,5998.2,Not Specified,21.0,1,5998.2,1,122.0,87.91
d3c03dc5,4ZRd9NGZZQ,9TDOzqY83D,Unknown,,1018.72,Air,2.0,1,1018.72,1,-1.0,76.59
d3c03dc5_R,4ZRd9NGZZQ,9TDOzqY83D,Unknown,,293.24,Air,2.0,1,293.24,1,-1.0,76.81
d3cedfd8,99a27d7f,14ancZS05S,Unknown,,0.0,Air,0.0,0,,0,-1.0,78.46
d3e13a45,9Db6HRRP8a,G4lLPbWTIV,Singaporean,,28488.0,Sea,19.0,0,,0,-1.0,49.01
d3e9f5f6,jpZSXU2A8V,14ancZS05S,Unknown,2022-01-08 19:51:00,1469.33,Air,190.0,0,,0,-1.0,0.07
d3e9f5f6_R,jpZSXU2A8V,14ancZS05S,Unknown,2022-02-08 12:36:00,1469.33,Air,6.0,1,1469.33,1,27.0,80.11
d3f1aeb7,ja7nPAs7V3,8ruhF3E51g,Unknown,2022-06-07 09:20:00,202.0,Air,6.0,1,202.0,1,-1.0,73.48
d40aa5c4,dc701372,8ruhF3E51g,Unknown,,0.0,Air,76.0,0,,0,-1.0,10.62
d431af58,cc6c5bdc,8ruhF3E51g,Unknown,,871.0,Air,19.0,0,,0,-1.0,60.4
d43826e0,a4122309,8ruhF3E51g,Unknown,,878.59,Air,10.0,1,878.59,1,-1.0,69.58
d43f4b7a,e50ead61,78X4qv1453,Unknown,,158.0,Air,38.0,0,,0,-1.0,39.62
d4742a59,L9sXyUZtXD,513pOlC83o,Unknown,,2582.16,Air,19.0,0,,0,-1.0,59.72
d474fdf6,fvIH3Ur1DW,S4NrbiX419,Unknown,,303.0,Air,19.0,0,,0,-1.0,60.63
d4c92ef6,2f89e51f,dc5c069b,Unknown,2023-10-03 12:18:00,3155.41,Air,19.0,0,,0,-1.0,59.49
d505ade2,db4d995a,0lCPPgO3Uc,Singaporean,,1800.35,Air,2.0,1,347.09,1,-1.0,76.36
d506d2a4,bad8d02a,i5bFIJ8Ff6,Unknown,2023-02-02 15:24:00,1990.47,Air,855.0,0,,0,-1.0,0.0
d506d2a4_R,bad8d02a,i5bFIJ8Ff6,Unknown,,1990.47,Air,912.0,0,,0,-1.0,0.0
d50d34de,8Nzo71FGPE,nY8F51VM4y,Chinese National,,3696.02,Air,6.0,1,3696.02,1,-1.0,72.32
d511bf70,f11444d4,8ruhF3E51g,Unknown,,4502.48,Sea,6.0,1,4502.48,1,-1.0,72.05
d52f89fc,f63e6d5a,IL111A66Sq,Unknown,2022-11-08 09:06:00,876.94,Air,56.0,1,876.94,1,-1.0,22.38
d53ca953,fEXeW6R1J3,74q0TneDjU,Unknown,2023-01-02 21:13:00,4258.49,Air,8.0,1,4258.49,1,30.0,78.57
d563af47,8qbgngVgJ0,D9E06y5i3t,Unknown,,468.0,Air,3.0,1,468.0,1,-1.0,75.94
d575841a,wD0mqPXvsw,79BSsv9xYm,Unknown,2023-08-03 17:00:00,5790.0,Air,1.0,1,5790.0,0,-1.0,75.96
d5ba92e2,87360d9a,09A5j1P96d,Unknown,2023-09-01 14:48:00,5412.61,Air,1.0,1,5412.61,0,-242.0,9.56
d5ce1925,GSdCKW3Z5w,8ruhF3E51g,Singaporean,2022-06-07 13:05:00,442.0,Air,3.0,1,442.0,1,-1.0,75.95
d5ce1925_R,GSdCKW3Z5w,8ruhF3E51g,Singaporean,2023-02-02 17:30:00,441.38,Air,3.0,1,441.38,1,-1.0,75.95
d5e031e4,682cc7ac,8ruhF3E51g,Unknown,,1140.36,Air,19.0,0,,0,-1.0,60.3
d5f5ecb8,39N5vR34gp,14ancZS05S,Unknown,2022-10-01 16:10:00,99.0,Not Specified,19.0,0,,0,-1.0,60.71
d5fef9f8,4Yk09HecPy,8ruhF3E51g,Unknown,2022-12-07 16:24:00,995.0,Air,14.0,1,995.0,1,-1.0,65.6
d6313a83,9437b0d3,9tu60R7KWP,China,,3993.0,Air,38.0,0,,0,-1.0,38.1
d6603e4e,ab1db7d7,95nYR7APw5,Unknown,2022-07-11 10:59:00,209.56,Air,1.0,1,209.56,1,30.0,84.32
d671417d,7f8bcd20,8ruhF3E51g,Unknown,,495.3,Air,57.0,0,,0,-1.0,21.71
d6aea5d7,GHbrZ9WLG3,IL111A66Sq,Chinese national (China),,815.51,Sea,1.0,1,815.51,1,-1.0,77.45
d6bd9c48,hL800efJnq,14ancZS05S,Unknown,2022-08-07 10:47:00,3905.0,Air,160.0,1,3905.0,1,-1.0,0.25
d7227dff,PCxZ1ce9Pm,74q0TneDjU,caucasian,2022-08-11 01:03:00,66590.5,Air,38.0,0,,0,-1.0,17.76
d72bf854,N6QXxBprMz,8ruhF3E51g,Unknown,,381.1,Air,1.0,1,381.1,1,-1.0,77.58
d7769d6e,MGWf4062EF,8ruhF3E51g,Singaporean,,798.0,Air,12.0,1,798.0,1,-1.0,67.67
d7982d11,b186e66e,om00CU79tU,Unknown,2022-03-03 11:21:00,3074.0,Air,19.0,0,,0,-1.0,59.52
d79fa1ba,wD0mqPXvsw,79BSsv9xYm,Unknown,2023-03-03 12:39:00,5790.0,Air,1.0,1,5790.0,0,-1.0,75.96
d7d17ea4,4f18u3537C,79BSsv9xYm,Singaporean,,1516.17,Air,10.0,1,1516.17,1,-1.0,69.36
d7f7c6c6,660014bd,8ruhF3E51g,China,2022-09-12 10:02:00,1370.52,Air,1.0,1,1370.52,1,0.0,77.53
d828a758,vwjM9hSH4s,361bc45e,Unknown,,101052.0,Air,19.0,0,,0,-1.0,22.21
d82ac879,06suB5p2mX,T7Y79rjV29,Unknown,2022-01-11 16:19:00,343.98,Air,4.0,1,343.98,1,58.0,87.44
d830ff5f,bad8d02a,i5bFIJ8Ff6,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
d83855ed,3PMyW67W67,8ruhF3E51g,Unknown,2023-05-01 09:39:00,1280.33,Air,2.0,1,1280.33,1,123.0,94.94
d8838e5c,3b19cc66,8ruhF3E51g,Unknown,2022-07-06 17:18:00,5767.0,Sea,4.0,1,5767.0,1,91.0,91.02
d8d8a30a,3593fd28,e464ad62,Unknown,2023-03-01 15:51:00,37665.54,Air,38.0,0,,0,-1.0,25.95
